doh_id,insp_rpt,name,address,phone_num,yelp_id,lat,lon,insp_date,insp_timein,insp_type,crit_viol,non_crit_viol,crit_viol_cos,crit_viol_rpt,non_crit_viol_cos,non_crit_viol_rpt,crit_viol_tbr,non_crit_viol_tbr,yelp_cat,yelp_rating,yelp_reviews,risk,insp_name,insp_badge,license_number,crime_count,311_count,construction_count,avg_high_temp
4348,821541,CAPITOL HILL TANDOOR & GRILL,"419 8TH ST SE Washington, DC 20003",2025473233,capitol-hill-tandoor-and-grill-washington,38.8830912,-76.9952825,2016-01-12,14:50:00,Routine,6,2,1,0,0,0,5,2,"[[Indian, indpak], [Pakistani, pakistani]]",3.5,191,3,Jaime Hernandez,607,931353005427,6,0,12,36.6
4373,205403,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",2025435906,banana-cafe-and-piano-bar-washington,38.8825763,-76.9947021,2014-08-14,11:25:00,Routine,1,3,0,0,0,0,1,3,"[[Cuban, cuban], [Puerto Rican, puertorican]]",3.5,514,3,JEMAL YASIN,26,931339605394,14,0,6,86.91
4373,607746,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",2025435906,banana-cafe-and-piano-bar-washington,38.8825763,-76.9947021,2015-02-04,10:30:00,Routine,1,4,0,0,0,0,1,4,"[[Cuban, cuban], [Puerto Rican, puertorican]]",3.5,514,3,SHARON CAVE,124,931339605394,10,0,9,28.61
4373,811304,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",2025435906,banana-cafe-and-piano-bar-washington,38.8825763,-76.9947021,2015-06-15,13:00:00,Routine,12,9,0,0,0,0,12,9,"[[Cuban, cuban], [Puerto Rican, puertorican]]",3.5,514,3,Laura Wildey,89,931339605394,16,0,10,87.32
4373,821535,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",2025435906,banana-cafe-and-piano-bar-washington,38.8825763,-76.9947021,2016-01-12,13:35:00,Routine,3,1,0,0,0,0,3,1,"[[Cuban, cuban], [Puerto Rican, puertorican]]",3.5,514,3,Jaime Hernandez,607,931339605394,6,0,12,36.6
4373,825289,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",2025435906,banana-cafe-and-piano-bar-washington,38.8825763,-76.9947021,2016-06-06,10:40:00,Routine,6,5,0,0,0,0,6,5,"[[Cuban, cuban], [Puerto Rican, puertorican]]",3.5,514,3,Jaime Hernandez,607,931339605394,0,3,0,89.7
4380,606257,BELGA CAFE,"514 8TH ST SE WASHINGTON, DC 20003",2025440100,belga-cafe-washington,38.8822114,-76.9945958,2014-11-21,11:26:00,Routine,5,0,3,0,0,0,2,0,"[[Breakfast & Brunch, breakfast_brunch], [Belgian, belgian], [Beer Bar, beerbar]]",3.5,821,3,Carolene Bailey,107,931364003552,11,0,5,51.06
4380,612053,BELGA CAFE,"514 8TH ST SE WASHINGTON, DC 20003",2025440100,belga-cafe-washington,38.8822114,-76.9945958,2015-04-21,11:50:00,Routine,3,1,0,0,0,0,3,1,"[[Breakfast & Brunch, breakfast_brunch], [Belgian, belgian], [Beer Bar, beerbar]]",3.5,821,3,SHARON CAVE,124,931364003552,13,1,7,65.7
4380,821838,BELGA CAFE,"514 8TH ST SE WASHINGTON, DC 20003",2025440100,belga-cafe-washington,38.8822114,-76.9945958,2016-01-27,11:25:00,Routine,9,6,2,0,0,0,7,6,"[[Breakfast & Brunch, breakfast_brunch], [Belgian, belgian], [Beer Bar, beerbar]]",3.5,821,3,Jaime Hernandez,607,931364003552,1,0,6,26.08
4408,183963,AATISH ON THE HILL,"609 PENNSYLVANIA AVE SE WASHINGTON, DC 20003",2025440931,aatish-on-the-hill-washington,38.8850778,-76.9980217,2013-08-05,11:49:00,Routine,3,1,2,0,1,0,1,0,"[[Indian, indpak], [Pakistani, pakistani]]",3.0,162,3,C BASSEY,612,931339701419,3,0,3,95.66
4408,404607,AATISH ON THE HILL,"609 PENNSYLVANIA AVE SE WASHINGTON, DC 20003",2025440931,aatish-on-the-hill-washington,38.8850778,-76.9980217,2014-10-01,12:25:00,Routine,8,2,1,0,0,0,7,2,"[[Indian, indpak], [Pakistani, pakistani]]",3.0,162,3,ROSS GATERETSE,624,931339701419,6,0,3,80.96
4408,610220,AATISH ON THE HILL,"609 PENNSYLVANIA AVE SE WASHINGTON, DC 20003",2025440931,aatish-on-the-hill-washington,38.8850778,-76.9980217,2015-02-27,12:10:00,Routine,4,3,0,0,0,0,4,3,"[[Indian, indpak], [Pakistani, pakistani]]",3.0,162,3,SHARON CAVE,124,931339701419,8,0,11,48.06
4408,812323,AATISH ON THE HILL,"609 PENNSYLVANIA AVE SE WASHINGTON, DC 20003",2025440931,aatish-on-the-hill-washington,38.8850778,-76.9980217,2015-07-28,13:43:00,Routine,22,7,1,0,0,0,21,7,"[[Indian, indpak], [Pakistani, pakistani]]",3.0,162,3,Laura Wildey,89,931339701419,13,0,8,95.55
4436,200141,CAPITOL DUNKIN DONUTS BASKIN ROBBINS,"801 PENNSYLVANIA AVE SE Washington, DC 20003",2025433923,dunkin-donuts-washington-2,38.8836013,-76.994593,2013-11-25,14:20:00,Routine,1,1,1,0,1,0,0,0,"[[Donuts, donuts], [Coffee & Tea, coffee]]",2.5,41,2,FANG,611,931311003512,17,0,4,37.15
4436,202122,CAPITOL DUNKIN DONUTS BASKIN ROBBINS,"801 PENNSYLVANIA AVE SE Washington, DC 20003",2025433923,dunkin-donuts-washington-2,38.8836013,-76.994593,2014-03-06,10:09:00,Routine,6,7,1,0,0,0,5,7,"[[Donuts, donuts], [Coffee & Tea, coffee]]",2.5,41,2,Victoria Fletcher,87,931311003512,4,0,12,47.23
4436,205412,CAPITOL DUNKIN DONUTS BASKIN ROBBINS,"801 PENNSYLVANIA AVE SE Washington, DC 20003",2025433923,dunkin-donuts-washington-2,38.8836013,-76.994593,2014-08-14,14:19:00,Routine,0,1,0,0,0,0,0,1,"[[Donuts, donuts], [Coffee & Tea, coffee]]",2.5,41,2,JEMAL YASIN,26,931311003512,14,0,5,86.91
4436,610177,CAPITOL DUNKIN DONUTS BASKIN ROBBINS,"801 PENNSYLVANIA AVE SE Washington, DC 20003",2025433923,dunkin-donuts-washington-2,38.8836013,-76.994593,2015-02-26,11:10:00,Routine,1,2,0,0,0,0,1,2,"[[Donuts, donuts], [Coffee & Tea, coffee]]",2.5,41,2,SHARON  CAVE,124,931311003512,11,0,13,50.9
4436,813144,CAPITOL DUNKIN DONUTS BASKIN ROBBINS,"801 PENNSYLVANIA AVE SE Washington, DC 20003",2025433923,dunkin-donuts-washington-2,38.8836013,-76.994593,2015-09-03,14:30:00,Routine,3,1,0,0,0,0,3,1,"[[Donuts, donuts], [Coffee & Tea, coffee]]",2.5,41,2,Denise T. Lucas,603,931311003512,9,0,15,75.24
4539,200961,DEPT OF EDUCATION  CAFETERIA,"400 MARYLAND AVE SW Washington, DC 20024",2026461372,u-s-department-of-education-cafeteria-washington,38.8864887,-77.018728,2014-01-09,10:00:00,Routine,5,3,5,0,0,0,0,3,"[[Cafes, cafes]]",3.5,3,3,JEMAL YASIN,26,432368007872,1,0,2,26.38
4553,183499,CAFE 59,"409 3RD ST SW Washington, DC 20024",2025541357,cafe-59-washington,38.8846282,-77.0162923,2013-07-10,10:30:00,Routine,4,2,0,0,0,0,4,2,"[[Sandwiches, sandwiches]]",2.5,11,3,SHARON CAVE,124,931369001478,2,0,3,82.43
4553,810483,CAFE 59,"409 3RD ST SW Washington, DC 20024",2025541357,cafe-59-washington,38.8846282,-77.0162923,2015-05-01,12:30:00,Routine,8,1,3,0,0,0,5,1,"[[Sandwiches, sandwiches]]",2.5,11,3,Carolene Bailey,107,931369001478,2,0,4,74.09
4553,820177,CAFE 59,"409 3RD ST SW Washington, DC 20024",2025541357,cafe-59-washington,38.8846282,-77.0162923,2015-11-09,12:30:00,Routine,7,3,3,0,0,0,4,3,"[[Sandwiches, sandwiches]]",2.5,11,3,Jaime Hernandez,607,931369001478,6,0,1,53.56
4553,823223,CAFE 59,"409 3RD ST SW Washington, DC 20024",2025541357,cafe-59-washington,38.8846282,-77.0162923,2016-03-16,22:08:00,Routine,5,4,1,0,0,0,4,4,"[[Sandwiches, sandwiches]]",2.5,11,3,VICTOR CURRIE,88,931369001478,2,0,6,55.11
4576,202157,GOURMET TOO,"[u""470 L'ENFANT PLZ SW WASHINGTON, DC 20024""]",2025543354,gourmet-too-washington,38.8860002,-77.02119,2014-03-07,10:00:00,Routine,7,0,1,0,0,0,6,0,"[[Sushi Bars, sushi], [Buffets, buffets]]",3.0,20,5,TEMESGEN JEMANEH,422,931312000066,2,0,3,48.69
4576,405486,GOURMET TOO,"[u""470 L'ENFANT PLZ SW WASHINGTON, DC 20024""]",2025543354,gourmet-too-washington,38.8860002,-77.02119,2014-11-04,23:12:00,Routine,15,5,8,0,1,0,7,4,"[[Sushi Bars, sushi], [Buffets, buffets]]",3.0,20,5,Laura Wildey,89,931312000066,1,0,3,51.68
4576,819905,GOURMET TOO,"[u""470 L'ENFANT PLZ SW WASHINGTON, DC 20024""]",2025543354,gourmet-too-washington,38.8860002,-77.02119,2015-10-28,14:10:00,Routine,8,4,2,0,0,0,6,4,"[[Sushi Bars, sushi], [Buffets, buffets]]",3.0,20,5,Dawn Adams,19,931312000066,5,0,2,55.71
4576,824432,GOURMET TOO,"[u""470 L'ENFANT PLZ SW WASHINGTON, DC 20024""]",2025543354,gourmet-too-washington,38.8860002,-77.02119,2016-05-02,14:25:00,Routine,4,0,1,0,0,0,3,0,"[[Sushi Bars, sushi], [Buffets, buffets]]",3.0,20,5,R ESPY-HARLAN,59,931312000066,3,0,1,86.82
4599,199154,COSMO CAFÉ,"600 MARYLAND AVE SW Washington, DC 20024",2025544040,cosmo-cafe-washington,38.8861971,-77.0208396,2013-10-02,11:40:00,Routine,7,0,1,0,0,0,6,0,"[[Breakfast & Brunch, breakfast_brunch], [Sandwiches, sandwiches], [Salad, salad]]",2.5,45,5,Temesgen Jemaneh,422,931367005913,4,0,3,78.2
4599,814073,COSMO CAFÉ,"600 MARYLAND AVE SW Washington, DC 20024",2025544040,cosmo-cafe-washington,38.8861971,-77.0208396,2015-10-14,10:40:00,Routine,8,7,3,0,2,0,5,5,"[[Breakfast & Brunch, breakfast_brunch], [Sandwiches, sandwiches], [Salad, salad]]",2.5,45,5,Dawn Adams,19,931367005913,5,0,3,74.96
4599,814086,COSMO CAFÉ,"600 MARYLAND AVE SW Washington, DC 20024",2025544040,cosmo-cafe-washington,38.8861971,-77.0208396,2015-10-14,14:48:00,HACCP,2,2,0,0,1,0,2,1,"[[Breakfast & Brunch, breakfast_brunch], [Sandwiches, sandwiches], [Salad, salad]]",2.5,45,5,Dawn Adams,19,931367005913,5,0,3,74.96
4600,204661,CANTINA MARINA,"600 WATER ST SW Washington, DC 20001",,cantina-marina-washington,38.8751275,-77.0210493,2014-06-30,11:45:00,Routine,5,1,0,0,0,0,5,1,"[[Cajun/Creole, cajun], [Tex-Mex, tex-mex], [Bars, bars]]",3.5,279,3,Temesgen Jemaneh,422,930053002103,7,0,2,91.95
4600,810215,CANTINA MARINA,"600 WATER ST SW Washington, DC 20001",,cantina-marina-washington,38.8751275,-77.0210493,2015-05-07,11:20:00,Routine,0,2,0,0,1,1,0,1,"[[Cajun/Creole, cajun], [Tex-Mex, tex-mex], [Bars, bars]]",3.5,279,3,FANG,611,930053002103,4,0,1,84.36
4620,825027,BIERGARTEN HAUS ,"1355 H ST NE WASHINGTON, DC 20002",2023884053,biergarten-haus-washington,38.8998749,-76.9864865,2016-05-26,18:00:00,Routine,2,1,2,0,0,0,0,1,"[[German, german], [Bars, bars], [Beer Gardens, beergardens]]",3.5,451,3,Alice Jackson,54,931315000113,0,5,0,74.96
4671,183531,FOUNDING FARMERS,"1924 PENNSYLVANIA AVE NW WASHINGTON, DC 20006",2028228783,founding-farmers-dc-washington,38.9003781,-77.0445998,2013-07-11,13:04:00,Routine,2,1,0,2,0,1,2,1,"[[American (Traditional), tradamerican], [Coffee & Tea, coffee], [Breakfast & Brunch, breakfast_brunch]]",4.0,8011,3,FANG,611,931368005625,6,0,4,77.99
4671,200382,FOUNDING FARMERS,"1924 PENNSYLVANIA AVE NW WASHINGTON, DC 20006",2028228783,founding-farmers-dc-washington,38.9003781,-77.0445998,2013-12-05,14:20:00,Routine,4,0,3,0,0,0,1,0,"[[American (Traditional), tradamerican], [Coffee & Tea, coffee], [Breakfast & Brunch, breakfast_brunch]]",4.0,8011,3,JEMAL YASIN,26,931368005625,15,0,11,43.31
4671,204631,FOUNDING FARMERS,"1924 PENNSYLVANIA AVE NW WASHINGTON, DC 20006",2028228783,founding-farmers-dc-washington,38.9003781,-77.0445998,2014-06-27,09:40:00,Routine,11,5,5,0,1,0,6,4,"[[American (Traditional), tradamerican], [Coffee & Tea, coffee], [Breakfast & Brunch, breakfast_brunch]]",4.0,8011,3,Laura Wildey,89,931368005625,9,0,4,85.8
4671,810250,FOUNDING FARMERS,"1924 PENNSYLVANIA AVE NW WASHINGTON, DC 20006",2028228783,founding-farmers-dc-washington,38.9003781,-77.0445998,2015-05-08,10:48:00,Routine,13,4,9,0,1,0,4,3,"[[American (Traditional), tradamerican], [Coffee & Tea, coffee], [Breakfast & Brunch, breakfast_brunch]]",4.0,8011,3,Laura Wildey,89,931368005625,11,0,13,86.3
4671,813465,FOUNDING FARMERS,"1924 PENNSYLVANIA AVE NW WASHINGTON, DC 20006",2028228783,founding-farmers-dc-washington,38.9003781,-77.0445998,2015-09-21,12:55:00,Routine,8,6,4,0,0,0,4,6,"[[American (Traditional), tradamerican], [Coffee & Tea, coffee], [Breakfast & Brunch, breakfast_brunch]]",4.0,8011,3,ROSS J. GATERETSE,624,931368005625,16,0,7,79.23
4690,201484,CARMINE'S,"425 7TH ST NW Washington, DC 20001",2027377770,carmines-washington,38.8955701,-77.0217135,2014-02-05,10:54:00,Routine,11,3,4,0,0,0,7,3,"[[Italian, italian]]",3.5,681,3,Temesgen Jemaneh/Victoria Fletcher,422,931370105389,11,0,3,35.49
4690,204287,CARMINE'S,"425 7TH ST NW Washington, DC 20001",2027377770,carmines-washington,38.8955701,-77.0217135,2014-06-16,13:35:00,Routine,9,6,6,0,2,0,3,4,"[[Italian, italian]]",3.5,681,3,Laura Wildey,89,931370105389,21,0,4,92.04
4690,822093,CARMINE'S,"425 7TH ST NW Washington, DC 20001",2027377770,carmines-washington,38.8955701,-77.0217135,2016-02-08,11:20:00,Routine,2,0,0,0,0,0,2,0,"[[Italian, italian]]",3.5,681,3,Dawn Adams,19,931370105389,15,0,11,38.51
4758,199412,ALERO RESTAURANT & LOUNGE,"3345 14TH ST NW Washington, DC 20010",,alero-restaurant-washington-6,38.9310079,-77.0324175,2013-10-17,14:15:00,Routine,3,2,3,0,0,0,0,2,"[[Mexican, mexican]]",2.5,82,2,A. Jackson,54,2718970103342,38,0,6,67.33
4772,198282,BOBBY VAN'S STEAKHOUSE,"809 15TH ST NW Washington, DC 20005",2025890060,bobby-vans-steakhouse-washington,38.900662,-77.0332715,2013-08-19,14:10:00,Routine,4,1,3,0,0,0,1,1,"[[Steakhouses, steak], [Seafood, seafood], [American (Traditional), tradamerican]]",3.5,273,4,Carolene Bailey,107,931340000509,20,0,7,78.6
4772,606263,BOBBY VAN'S STEAKHOUSE,"809 15TH ST NW Washington, DC 20005",2025890060,bobby-vans-steakhouse-washington,38.900662,-77.0332715,2014-12-04,10:45:00,Routine,7,1,1,0,0,0,6,1,"[[Steakhouses, steak], [Seafood, seafood], [American (Traditional), tradamerican]]",3.5,273,4,ALEMAYEHU TEKLESELASSIE,29,931340000509,25,0,8,34.75
4772,824728,BOBBY VAN'S STEAKHOUSE,"809 15TH ST NW Washington, DC 20005",2025890060,bobby-vans-steakhouse-washington,38.900662,-77.0332715,2016-05-13,13:25:00,Routine,6,1,4,0,0,0,2,1,"[[Steakhouses, steak], [Seafood, seafood], [American (Traditional), tradamerican]]",3.5,273,4,Carolene Bailey,107,931340000509,20,1,1,82.62
4902,184043,BAR CIVITA,"2609 24TH ST NW Washington, DC 20008",2025881211,murphys-of-dc-washington,38.9238366,-77.0523694,2013-08-06,18:40:00,Routine,3,2,0,0,0,0,3,2,"[[Pubs, pubs]]",2.5,104,2,Joyce Moore,64,931350000798,9,0,1,94.05
4902,204553,BAR CIVITA,"2609 24TH ST NW Washington, DC 20008",2025881211,murphys-of-dc-washington,38.9238366,-77.0523694,2014-06-25,13:50:00,Routine,6,2,1,0,0,0,5,2,"[[Pubs, pubs]]",2.5,104,2,Joyce Moore,64,931350000798,4,0,3,82.17
4920,202335,BANANA CAFE,"500 8TH ST SE Washington, DC 20003",,banana-cafe-and-piano-bar-washington,38.8825763,-76.9947021,2014-03-19,10:45:00,Routine,13,8,5,0,0,0,8,8,"[[Cuban, cuban], [Puerto Rican, puertorican]]",3.5,514,3,Victoria Fletcher,87,931339605394,9,0,8,61.82
4976,405301,DESPERADOS PIZZA ,"1342 U ST NW Washington, DC 20009",,desperados-burgers-and-bar-washington,38.9167407,-77.0312103,2014-10-25,10:35:00,Routine,4,4,1,0,0,0,3,4,"[[Burgers, burgers]]",3.0,185,2,JOSIAH  AKINTOYE,51,3523870106104,20,0,6,72.57
5028,810683,COFFEE NATURE,"4224 FESSENDEN ST NW Washington, DC 20016",2022378989,coffee-nature-washington,38.954492,-77.0830116,2015-05-26,13:30:00,Routine,3,4,2,0,0,0,1,4,"[[Coffee & Tea, coffee], [Korean, korean], [Sandwiches, sandwiches]]",4.0,77,2,Alice Jackson,54,931312000358,6,0,0,79.7
5061,198843,CHOP'T CREATIVE SALAD,"1105 19TH ST NW WASHINGTON, DC 20036",,chopt-creative-salad-company-washington-2,38.9041209,-77.043181,2013-09-17,14:20:00,Routine,2,0,2,0,0,0,0,0,"[[Vegetarian, vegetarian], [Sandwiches, sandwiches], [Salad, salad]]",3.5,160,2,Carolene Bailey,107,931368005681,21,0,7,75.71
5061,203279,CHOP'T CREATIVE SALAD,"1105 19TH ST NW WASHINGTON, DC 20036",,chopt-creative-salad-company-washington-2,38.9041209,-77.043181,2014-04-17,11:20:00,Routine,1,1,0,0,0,0,1,1,"[[Vegetarian, vegetarian], [Sandwiches, sandwiches], [Salad, salad]]",3.5,160,2,Megan Johnson,121,931368005681,11,0,13,71.11
5061,610654,CHOP'T CREATIVE SALAD,"1105 19TH ST NW WASHINGTON, DC 20036",,chopt-creative-salad-company-washington-2,38.9041209,-77.043181,2015-03-17,12:58:00,Routine,1,1,0,0,0,0,1,1,"[[Vegetarian, vegetarian], [Sandwiches, sandwiches], [Salad, salad]]",3.5,160,2,VICTOR CURRIE,88,931368005681,20,0,8,61.05
5131,198712,CHEERS@THE BIG CHAIR CAFE,"2122 Martin Luther King Jr AVE SE WASHINGTON, DC 20020",2026783738,big-chair-coffee-and-grill-washington,38.865079,-76.9895151,2013-09-11,10:10:00,Routine,2,1,2,0,0,1,0,1,"[[American (Traditional), tradamerican], [Coffee & Tea, coffee]]",3.0,43,3,FANG,611,931370100055,5,0,4,86.3
5131,404122,CHEERS@THE BIG CHAIR CAFE,"2122 Martin Luther King Jr AVE SE WASHINGTON, DC 20020",2026783738,big-chair-coffee-and-grill-washington,38.865079,-76.9895151,2014-09-11,13:59:00,Routine,1,0,0,1,0,0,1,0,"[[American (Traditional), tradamerican], [Coffee & Tea, coffee]]",3.0,43,3,FANG,611,931370100055,7,0,3,78.51
5131,822439,CHEERS@THE BIG CHAIR CAFE,"2122 Martin Luther King Jr AVE SE WASHINGTON, DC 20020",2026783738,big-chair-coffee-and-grill-washington,38.865079,-76.9895151,2016-02-19,13:30:00,Routine,4,5,1,0,0,0,3,5,"[[American (Traditional), tradamerican], [Coffee & Tea, coffee]]",3.0,43,3,Jacqueline R. Coleman,614,931370100055,3,1,5,39.36
5135,606262,CAFE DELUXE,"3228 Wisconsin AVE NW WASHINGTON, DC 20016",2026862233,cafe-deluxe-washington,38.933132,-77.072958,2014-12-04,11:45:00,Routine,3,1,1,0,0,0,2,1,"[[Breakfast & Brunch, breakfast_brunch], [American (Traditional), tradamerican]]",3.5,256,4,Joyce Moore,64,931370109489,3,0,6,34.75
5135,810549,CAFE DELUXE,"3228 Wisconsin AVE NW WASHINGTON, DC 20016",2026862233,cafe-deluxe-washington,38.933132,-77.072958,2015-05-19,14:15:00,Routine,1,0,1,0,0,0,0,0,"[[Breakfast & Brunch, breakfast_brunch], [American (Traditional), tradamerican]]",3.5,256,4,Alice Jackson,54,931370109489,0,0,1,84.74
5135,813632,CAFE DELUXE,"3228 Wisconsin AVE NW WASHINGTON, DC 20016",2026862233,cafe-deluxe-washington,38.933132,-77.072958,2015-09-29,01:55:00,Routine,3,1,0,0,0,0,3,1,"[[Breakfast & Brunch, breakfast_brunch], [American (Traditional), tradamerican]]",3.5,256,4,Alemayehu Tekleselassie,29,931370109489,0,0,6,75.72
5135,824711,CAFE DELUXE,"3228 Wisconsin AVE NW WASHINGTON, DC 20016",2026862233,cafe-deluxe-washington,38.933132,-77.072958,2016-05-06,11:15:00,Routine,5,1,2,0,0,0,3,1,"[[Breakfast & Brunch, breakfast_brunch], [American (Traditional), tradamerican]]",3.5,256,4,Carolene Bailey,107,931370109489,0,0,0,80.41
5137,183707,ACACIA BISTRO,"4340 CONNECTICUT AVE NW Washington, DC 20008",2025371040,acacia-bistro-and-wine-bar-washington-2,38.946214,-77.065222,2013-07-23,11:45:00,Routine,2,2,1,0,0,0,1,2,"[[Wine Bars, wine_bars], [Mediterranean, mediterranean]]",3.0,123,3,Joyce Moore,64,931369004079,1,0,2,86.96
5137,200847,ACACIA BISTRO,"4340 CONNECTICUT AVE NW Washington, DC 20008",2025371040,acacia-bistro-and-wine-bar-washington-2,38.946214,-77.065222,2014-01-02,15:48:00,Routine,1,2,1,0,2,0,0,0,"[[Wine Bars, wine_bars], [Mediterranean, mediterranean]]",3.0,123,3,C BASSEY,612,931369004079,2,0,0,27.64
5137,205953,ACACIA BISTRO,"4340 CONNECTICUT AVE NW Washington, DC 20008",2025371040,acacia-bistro-and-wine-bar-washington-2,38.946214,-77.065222,2014-09-04,13:45:00,Routine,0,2,0,0,0,0,0,2,"[[Wine Bars, wine_bars], [Mediterranean, mediterranean]]",3.0,123,3,A. Jackson,54,931369004079,2,0,1,81.94
5137,813420,ACACIA BISTRO,"4340 CONNECTICUT AVE NW Washington, DC 20008",2025371040,acacia-bistro-and-wine-bar-washington-2,38.946214,-77.065222,2015-09-18,12:41:00,Routine,4,3,1,0,0,0,3,3,"[[Wine Bars, wine_bars], [Mediterranean, mediterranean]]",3.0,123,3,Alemayehu Tekleselassie,29,931369004079,3,0,7,76.42
5150,198573,BURGER KING,"1771 Columbia RD NW WASHINGTON, DC 20009",2029860935,burger-king-washington-11,38.92354,-77.0419197,2013-09-04,11:40:00,Routine,2,0,2,0,0,0,0,0,"[[Fast Food, hotdogs], [Burgers, burgers]]",4.5,2,2,A. Jackson,54,931339900136,23,0,4,79.73
5150,405141,BURGER KING,"1771 Columbia RD NW WASHINGTON, DC 20009",2029860935,burger-king-washington-11,38.92354,-77.0419197,2014-10-24,14:30:00,Routine,1,1,1,0,0,0,0,1,"[[Fast Food, hotdogs], [Burgers, burgers]]",4.5,2,2,ALEMAYEHU TEKLESELASSIE,29,931339900136,18,0,8,72.42
5150,810263,BURGER KING,"1771 Columbia RD NW WASHINGTON, DC 20009",2029860935,burger-king-washington-11,38.92354,-77.0419197,2015-05-08,14:00:00,Routine,0,1,0,0,1,0,0,0,"[[Fast Food, hotdogs], [Burgers, burgers]]",4.5,2,2,Douglas Dalier,82,931339900136,12,0,7,86.3
5171,198897,CASEY'S COFFEE,"2000 L ST NW WASHINGTON, DC 20036",2025308897,caseys-coffee-washington-2,38.9034365,-77.0457607,2013-09-19,12:25:00,Routine,6,2,2,0,0,0,4,2,"[[Coffee & Tea, coffee]]",4.5,24,3,ROSS GATERETSE,624,931340000365,16,0,9,75.01
5171,404443,CASEY'S COFFEE,"2000 L ST NW WASHINGTON, DC 20036",2025308897,caseys-coffee-washington-2,38.9034365,-77.0457607,2014-09-25,11:00:00,Routine,6,3,3,0,1,0,3,2,"[[Coffee & Tea, coffee]]",4.5,24,3,ALEMAYEHU TEKLESELASSIE,29,931340000365,22,0,15,71.18
5171,611496,CASEY'S COFFEE,"2000 L ST NW WASHINGTON, DC 20036",2025308897,caseys-coffee-washington-2,38.9034365,-77.0457607,2015-04-09,11:45:00,Routine,4,3,0,0,0,0,4,3,"[[Coffee & Tea, coffee]]",4.5,24,3,Megan Johnson,121,931340000365,17,1,9,69.58
5195,810999,ESTADIO RESTAURANT  (HACCP PENDING),"1520 14TH ST NW WASHINGTON, DC 20006",2023191404,estadio-washington,38.9102745,-77.0322874,2015-06-04,18:39:00,Routine,12,6,5,0,0,0,7,6,"[[Spanish, spanish], [Tapas/Small Plates, tapasmallplates]]",4.0,774,3,Ivory Gene Cooper,650,931370105549,27,1,9,81.18
5215,199763,DUKEM ETHIOPIAN RESTAURANT & MARKET,"1114 U ST NW WASHINGTON, DC 20011",2026678735,dukem-ethiopian-restaurant-washington,38.9168487,-77.0278056,2013-11-05,11:10:00,Routine,6,2,3,0,0,0,3,2,"[[Ethiopian, ethiopian]]",3.5,720,3,Carolene Bailey,107,931341002364,19,0,6,59.57
5215,404776,DUKEM ETHIOPIAN RESTAURANT & MARKET,"1114 U ST NW WASHINGTON, DC 20011",2026678735,dukem-ethiopian-restaurant-washington,38.9168487,-77.0278056,2014-10-07,11:20:00,Routine,4,2,2,0,0,0,2,2,"[[Ethiopian, ethiopian]]",3.5,720,3,ALEMAYEHU TEKLESELASSIE,29,931341002364,32,0,7,76.94
5215,611172,DUKEM ETHIOPIAN RESTAURANT & MARKET,"1114 U ST NW WASHINGTON, DC 20011",2026678735,dukem-ethiopian-restaurant-washington,38.9168487,-77.0278056,2015-04-01,12:35:00,Routine,6,2,4,0,0,0,2,2,"[[Ethiopian, ethiopian]]",3.5,720,3,ALEMAYEHU. TEKLESELASSIE,29,931341002364,12,0,12,66.93
5215,820230,DUKEM ETHIOPIAN RESTAURANT & MARKET,"1114 U ST NW WASHINGTON, DC 20011",2026678735,dukem-ethiopian-restaurant-washington,38.9168487,-77.0278056,2015-11-10,13:03:00,Routine,5,1,2,2,0,1,3,1,"[[Ethiopian, ethiopian]]",3.5,720,3,FANG,611,931341002364,24,0,6,54.12
5217,405532,CAFE PHILLIPS,"1101 15TH ST NW WASHINGTON, DC 20005",2023313213,cafe-phillips-washington-3,38.9040538,-77.0340663,2014-11-04,12:52:00,Routine,4,2,2,0,0,0,2,2,"[[Breakfast & Brunch, breakfast_brunch], [American (Traditional), tradamerican], [Salad, salad]]",4.0,118,2,VICTOR CURRIE,88,931370107382,27,0,12,51.68
5217,612081,CAFE PHILLIPS,"1101 15TH ST NW WASHINGTON, DC 20005",2023313213,cafe-phillips-washington-3,38.9040538,-77.0340663,2015-05-04,11:55:00,Routine,9,3,4,0,0,0,5,3,"[[Breakfast & Brunch, breakfast_brunch], [American (Traditional), tradamerican], [Salad, salad]]",4.0,118,2,Jaime Hernandez,607,931370107382,21,1,12,73.08
5223,199852,CHOP'T CREATIVE SALAD,"50 MASSACHUSETTS AVE NE SPC 240 WASHINGTON, DC 20002",2026880330,chopt-creative-salad-company-washington-8,38.8975799,-77.0061578,2013-11-08,10:30:00,Routine,2,1,0,0,0,0,2,1,"[[American (New), newamerican], [Salad, salad], [Sandwiches, sandwiches]]",3.5,76,3,SHARON CAVE,124,931370109577,4,0,3,57.96
