permit_id,name,address,category,permit_url,map_url
147753,INGENUITY PREP PUBLIC CHARTER SCHOOL,"4600 LIVINGSTON RD SE WASHINGTON, DC 20032",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147753,"http://maps.google.com/maps?q=4600 LIVINGSTON RD SE WASHINGTON, DC 20032"
2834,INGLESIDE AT ROCK CREEK,"3050 MILITARY RD NW Washington, DC 20015",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2834,"http://maps.google.com/maps?q=3050 MILITARY RD NW Washington, DC 20015"
172786,INSPIRED TEACHING SCHOOL DEMONSTRATION PUBLIC CHAR,"200 DOUGLAS ST NE WASHINGTON, DC 20002",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172786,"http://maps.google.com/maps?q=200 DOUGLAS ST NE WASHINGTON, DC 20002"
5086,INTEGRATED DESIGN AND ELECTRONIC ACADEMY PUBLIC CH,"1027 45TH ST NE WASHINGTON, DC 20019",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5086,"http://maps.google.com/maps?q=1027 45TH ST NE WASHINGTON, DC 20019"
3015,INTELSAT EMPLOYEE CAFÉ,"3400 INTERNATIONAL DR NW WASHINGTON, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3015,"http://maps.google.com/maps?q=3400 INTERNATIONAL DR NW WASHINGTON, DC 20008"
1587,INTER AMERICAN DEV BANK,"1300 NEW YORK AVE NW Washington, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1587,"http://maps.google.com/maps?q=1300 NEW YORK AVE NW Washington, DC 20005"
3594,INTERNATIONAL NEWS,"555 13TH ST NW Washington, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3594,"http://maps.google.com/maps?q=555 13TH ST NW Washington, DC 20004"
2887,INTERNATIONAL PROGRESO MARKET,"3158 MOUNT PLEASANT ST NW Washington, DC 20010",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2887,"http://maps.google.com/maps?q=3158 MOUNT PLEASANT ST NW Washington, DC 20010"
3878,INTERNATIONAL PROGRESO MARKET,"7719 GEORGIA AVE NW WASHINGTON, DC 20012",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3878,"http://maps.google.com/maps?q=7719 GEORGIA AVE NW WASHINGTON, DC 20012"
2214,INTERNATIONAL STUDENT HOUSE,"1825 R ST NW Washington, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2214,"http://maps.google.com/maps?q=1825 R ST NW Washington, DC 20009"
603,INTERNATIONAL WHOLESALERS,"1238 W ST NE Washington, DC 20018",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=603,"http://maps.google.com/maps?q=1238 W ST NE Washington, DC 20018"
3572,IRIE ITES BOUTIQUE AND VARIETY,"5531 ILLINOIS AVE NW WASHINGTON, DC 20011",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3572,"http://maps.google.com/maps?q=5531 ILLINOIS AVE NW WASHINGTON, DC 20011"
3410,IRISH CHANNEL,"500 H ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3410,"http://maps.google.com/maps?q=500 H ST NW Washington, DC 20001"
6403,IRISH WISKEY ( n),"1207 19TH ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6403,"http://maps.google.com/maps?q=1207 19TH ST NW Washington, DC 20036"
147962,IRON GATE,"1734 N ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147962,"http://maps.google.com/maps?q=1734 N ST NW Washington, DC 20036"
6909,IRON HORSE TAP ROOM,"507 7TH ST NW WASHINGTON, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6909,"http://maps.google.com/maps?q=507 7TH ST NW WASHINGTON, DC 20001"
172456,IRRAWADDY GIFT SHOP,"525 NEW JERSEY AVE NW Washington, DC 20001",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172456,"http://maps.google.com/maps?q=525 NEW JERSEY AVE NW Washington, DC 20001"
1394,IRS CAFETERIA,"1111 CONSTITUTION AVE NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1394,"http://maps.google.com/maps?q=1111 CONSTITUTION AVE NW Washington, DC 20001"
172500,IRS SNACK BAR,"1111 CONSTITUTION AVE NW Washington, DC 20001",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172500,"http://maps.google.com/maps?q=1111 CONSTITUTION AVE NW Washington, DC 20001"
2851,IRVING WINE & SPIRITS,"3100 MOUNT PLEASANT ST NW Washington, DC 20010",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2851,"http://maps.google.com/maps?q=3100 MOUNT PLEASANT ST NW Washington, DC 20010"
147796,IT'S SUGAR,"714 7TH ST NW WASHINGTON, DC 20001",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147796,"http://maps.google.com/maps?q=714 7TH ST NW WASHINGTON, DC 20001"
173221,ITALIAN GOURMET DELI,"[u""470 L'ENFANT PLZ SW STE 806 WASHINGTON, DC 20024""]",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=173221,"http://maps.google.com/maps?q=470 L'ENFANT PLZ SW WASHINGTON, DC 20024"
147929,ITALIAN GOURMET DELI,"1707 L ST NW WASHINGTON, DC 20036",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147929,"http://maps.google.com/maps?q=1707 L ST NW WASHINGTON, DC 20036"
5888,ITALIAN GOURMET MARKET DELI,"1212 NEW YORK AVE NW Washington, DC 20006",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5888,"http://maps.google.com/maps?q=1212 NEW YORK AVE NW Washington, DC 20006"
1513,ITALIAN GOURMET MARKET DELI,"1212 NEW YORK AVE NW Washington, DC 20006",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1513,"http://maps.google.com/maps?q=1212 NEW YORK AVE NW Washington, DC 20006"
5831,ITALIAN PIZZA KITCHEN,"2608 CONNECTICUT AVE NW Washington, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5831,"http://maps.google.com/maps?q=2608 CONNECTICUT AVE NW Washington, DC 20008"
3310,ITALIAN PIZZA KITCHEN,"4483 CONNECTICUT AVE NW Washington, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3310,"http://maps.google.com/maps?q=4483 CONNECTICUT AVE NW Washington, DC 20008"
1389,ITALIAN PIZZA KITCHEN,"1110 U ST NW WASHINGTON, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1389,"http://maps.google.com/maps?q=1110 U ST NW WASHINGTON, DC 20009"
148113,IVY AND CONEY (n),"1537 7TH ST NW WASHINGTON, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=148113,"http://maps.google.com/maps?q=1537 7TH ST NW WASHINGTON, DC 20001"
6060,IVY CITY MARKET,"1900 CAPITOL AVE NE WASHINGTON, DC 20003",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6060,"http://maps.google.com/maps?q=1900 CAPITOL AVE NE WASHINGTON, DC 20003"
188019,IVY CITY SMOKEHOUSE,"1356 OKIE ST NE WASHINGTON, DC 20002",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188019,"http://maps.google.com/maps?q=1356 OKIE ST NE WASHINGTON, DC 20002"
188034,IVY CITY TAVERN,"1356 OKIE ST NE WASHINGTON, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188034,"http://maps.google.com/maps?q=1356 OKIE ST NE WASHINGTON, DC 20002"
6761,IZAKAYA SEKI(N),"1117 V ST NW WASHINGTON, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6761,"http://maps.google.com/maps?q=1117 V ST NW WASHINGTON, DC 20009"
5368,J & F GROCERY STORE,"1245 5TH ST NW Washington, DC 20001",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5368,"http://maps.google.com/maps?q=1245 5TH ST NW Washington, DC 20001"
147724,J & G STEAKHOUSE/P.O.V. LOUNGE (n) (s),"515 15TH ST NW WASHINGTON, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147724,"http://maps.google.com/maps?q=515 15TH ST NW WASHINGTON, DC 20002"
187253,J & J TOVAR,"6231 Georgia AVE NW WASHINGTON, DC 20011",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187253,"http://maps.google.com/maps?q=6231 Georgia AVE NW WASHINGTON, DC 20011"
7066,J & K MARKET,"234 15TH ST NE Washington, DC 20002",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=7066,"http://maps.google.com/maps?q=234 15TH ST NE Washington, DC 20002"
856,J & K MARKET,"234 15TH ST NE Washington, DC 20002",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=856,"http://maps.google.com/maps?q=234 15TH ST NE Washington, DC 20002"
7114,J & K SHELL,"6419 GEORGIA AVE NW Washington, DC 20011",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=7114,"http://maps.google.com/maps?q=6419 GEORGIA AVE NW Washington, DC 20011"
3767,J & K SHELL,"6419 GEORGIA AVE NW Washington, DC 20011",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3767,"http://maps.google.com/maps?q=6419 GEORGIA AVE NW Washington, DC 20011"
148133,J D GROCERY,"2201 MINNESOTA AVE SE Washington, DC 20019",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=148133,"http://maps.google.com/maps?q=2201 MINNESOTA AVE SE Washington, DC 20019"
4214,J D GROCERY,"2201 MINNESOTA AVE SE Washington, DC 20019",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4214,"http://maps.google.com/maps?q=2201 MINNESOTA AVE SE Washington, DC 20019"
7226,J D GROCERY,"2201 MINNESOTA AVE SE Washington, DC 20019",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=7226,"http://maps.google.com/maps?q=2201 MINNESOTA AVE SE Washington, DC 20019"
187821,J J LIQUORS,"1211 BRENTWOOD RD NE Washington, DC 20018",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187821,"http://maps.google.com/maps?q=1211 BRENTWOOD RD NE Washington, DC 20018"
586,J J LIQUORS,"1211 BRENTWOOD RD NE Washington, DC 20018",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=586,"http://maps.google.com/maps?q=1211 BRENTWOOD RD NE Washington, DC 20018"
187291,J M FOOD MART,"1801 WEST VIRGINIA AVE NE Washington, DC 20002",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187291,"http://maps.google.com/maps?q=1801 WEST VIRGINIA AVE NE Washington, DC 20002"
5667,J PAULS,"3218 M ST NW WASHINGTON, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5667,"http://maps.google.com/maps?q=3218 M ST NW WASHINGTON, DC 20007"
2330,J'S,"1939 14TH ST NW Washington, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2330,"http://maps.google.com/maps?q=1939 14TH ST NW Washington, DC 20009"
6385,J's MOBILE DELI,"17 DC VILLAGE LN SW WASHINGTON, DC 20032",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6385,"http://maps.google.com/maps?q=17 DC VILLAGE LN SW WASHINGTON, DC 20032"
5448,J.K.U.B,"5778 2ND ST NE WASHINGTON, DC 20011",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5448,"http://maps.google.com/maps?q=5778 2ND ST NE WASHINGTON, DC 20011"
5942,J.K.U.B,"5778 2ND ST NE WASHINGTON, DC 20011",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5942,"http://maps.google.com/maps?q=5778 2ND ST NE WASHINGTON, DC 20011"
172805,J.O. WILSON ELEMENTARY SCHOOL,"660 K ST NE WASHINGTON, DC 20002",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172805,"http://maps.google.com/maps?q=660 K ST NE WASHINGTON, DC 20002"
93297,J.O. WILSON ELEMENTARY SCHOOL,"660 K ST NE WASHINGTON, DC 20002",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=93297,"http://maps.google.com/maps?q=660 K ST NE WASHINGTON, DC 20002"
4811,J.O. WILSON ELEMENTARY SCHOOL,"660 K ST NE WASHINGTON, DC 20002",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4811,"http://maps.google.com/maps?q=660 K ST NE WASHINGTON, DC 20002"
1685,J.W. MARRIOTT - 1331 LOUNGE,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1685,"http://maps.google.com/maps?q=1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004"
1680,J.W. MARRIOTT - AVENUE GRILL - ROOM SERVICE,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1680,"http://maps.google.com/maps?q=1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004"
1681,J.W. MARRIOTT BANQUET KITCHEN,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1681,"http://maps.google.com/maps?q=1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004"
1682,J.W. MARRIOTT FLAGSHIP CAFETERIA,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1682,"http://maps.google.com/maps?q=1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004"
1679,J.W. MARRIOTT HOTEL MAIN KITCHEN/AVENUE GRILL,"1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1679,"http://maps.google.com/maps?q=1331 PENNSYLVANIA AVE NW WASHINGTON, DC 20004"
147901,JACK FRESH,"1730 RHODE ISLAND AVE NW WASHINGTON, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147901,"http://maps.google.com/maps?q=1730 RHODE ISLAND AVE NW WASHINGTON, DC 20036"
5803,JACK ROSE DINING SALON (n),"2007 18TH ST NW WASHINGTON, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5803,"http://maps.google.com/maps?q=2007 18TH ST NW WASHINGTON, DC 20009"
3422,JACK'S FAMOUS DELI,"501 3RD ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3422,"http://maps.google.com/maps?q=501 3RD ST NW Washington, DC 20001"
147971,JACK'S FAMOUS DELI,"625 INDIANA AVE NW WASHINGTON, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147971,"http://maps.google.com/maps?q=625 INDIANA AVE NW WASHINGTON, DC 20004"
173174,JACK'S FRESH,"1431 G ST NW Washington, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=173174,"http://maps.google.com/maps?q=1431 G ST NW Washington, DC 20005"
1815,JACK'S FRESH,"1431 G ST NW Washington, DC 20005",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1815,"http://maps.google.com/maps?q=1431 G ST NW Washington, DC 20005"
147889,JACK'S FRESH 4,"1719 M ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147889,"http://maps.google.com/maps?q=1719 M ST NW Washington, DC 20036"
2043,JACK'S FRESH 4,"1719 M ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2043,"http://maps.google.com/maps?q=1719 M ST NW Washington, DC 20036"
188323,JACK'S FRESH CAFE,"1400 L ST NW Washington, DC 20005",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188323,"http://maps.google.com/maps?q=1400 L ST NW Washington, DC 20005"
1464,JACK'S FRESH II,"1197 20TH ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1464,"http://maps.google.com/maps?q=1197 20TH ST NW Washington, DC 20036"
188256,JACK'S FRESH III,"1015 18TH ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188256,"http://maps.google.com/maps?q=1015 18TH ST NW Washington, DC 20036"
1269,JACK'S FRESH III,"1015 18TH ST NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1269,"http://maps.google.com/maps?q=1015 18TH ST NW Washington, DC 20036"
3708,JACKEY CAFE,"611 H ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3708,"http://maps.google.com/maps?q=611 H ST NW Washington, DC 20001"
148131,JACKPOT (n),"726 7TH ST NW Washington, DC 20001",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=148131,"http://maps.google.com/maps?q=726 7TH ST NW Washington, DC 20001"
188243,JACO JUICE & TACO BAR,"1614 WISCONSIN AVE NW WASHINGTON, DC 20007",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188243,"http://maps.google.com/maps?q=1614 WISCONSIN AVE NW WASHINGTON, DC 20007"
187809,JACOB'S COFFEE HOUSE,"401 8TH ST NE Washington, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187809,"http://maps.google.com/maps?q=401 8TH ST NE Washington, DC 20002"
990,JACOB'S COFFEE HOUSE,"401 8TH ST NE Washington, DC 20002",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=990,"http://maps.google.com/maps?q=401 8TH ST NE Washington, DC 20002"
172750,JADE FITNESS,"1310 PENNSYLVANIA AVE SE WASHINGTON, DC 20003",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172750,"http://maps.google.com/maps?q=1310 PENNSYLVANIA AVE SE WASHINGTON, DC 20003"
147892,JAKE'S AMERICAN GRILL (n),"5018 CONNECTICUT AVE NW Washington, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147892,"http://maps.google.com/maps?q=5018 CONNECTICUT AVE NW Washington, DC 20008"
5507,JAKE'S AMERICAN GRILL (n),"5018 CONNECTICUT AVE NW Washington, DC 20008",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=5507,"http://maps.google.com/maps?q=5018 CONNECTICUT AVE NW Washington, DC 20008"
6516,JALEO,"480 7TH ST NW WASHINGTON, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6516,"http://maps.google.com/maps?q=480 7TH ST NW WASHINGTON, DC 20004"
2065,JAM DOUNG STYLE,"1726 NORTH CAPITOL ST NW Washington, DC 20002",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=2065,"http://maps.google.com/maps?q=1726 NORTH CAPITOL ST NW Washington, DC 20002"
172813,JAM DUONG STYLE,"1726 NORTH CAPITOL ST NW Washington, DC 20002",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172813,"http://maps.google.com/maps?q=1726 NORTH CAPITOL ST NW Washington, DC 20002"
748,JAM DUONG STYLE,"1726 NORTH CAPITOL ST NW Washington, DC 20002",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=748,"http://maps.google.com/maps?q=1726 NORTH CAPITOL ST NW Washington, DC 20002"
173120,JAMBA JUICE,"[u""429 L'ENFANT PLZ SW STE 470 WASHINGTON, DC 20024""]",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=173120,"http://maps.google.com/maps?q=429 L'ENFANT PLZ SW WASHINGTON, DC 20024"
6817,JAMBA JUICE,"1350 CONNECTICUT AVE NW WASHINGTON, DC 20036",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6817,"http://maps.google.com/maps?q=1350 CONNECTICUT AVE NW WASHINGTON, DC 20036"
6816,JAMBA JUICE - UNION STATION,"50 MASSACHUSETTS AVE NE SPC 211 WASHINGTON, DC 20002",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6816,"http://maps.google.com/maps?q=50 MASSACHUSETTS AVE NE WASHINGTON, DC 20002"
1213,JAMES HOBANS,"1 DUPONT CIR NW Washington, DC 20036",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1213,"http://maps.google.com/maps?q=1 DUPONT CIR NW Washington, DC 20036"
4355,JAMES SEAFOOD,"4403 BOWEN RD SE Washington, DC 20019",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4355,"http://maps.google.com/maps?q=4403 BOWEN RD SE Washington, DC 20019"
172621,JAMO'S DELI,"1545 NEW JERSEY AVE NW Washington, DC 20001",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=172621,"http://maps.google.com/maps?q=1545 NEW JERSEY AVE NW Washington, DC 20001"
7136,JANNEY ELEMENTARY SCHOOL,"4130 ALBERMARLE ST NW WASHINGTON, DC 20015",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=7136,"http://maps.google.com/maps?q=4130 ALBERMARLE ST NW WASHINGTON, DC 20015"
6187,JANNEY ELEMENTARY SCHOOL,"4130 ALBERMARLE ST NW WASHINGTON, DC 20015",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=6187,"http://maps.google.com/maps?q=4130 ALBERMARLE ST NW WASHINGTON, DC 20015"
4796,JANNEY ELEMENTARY SCHOOL,"4130 ALBERMARLE ST NW WASHINGTON, DC 20015",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4796,"http://maps.google.com/maps?q=4130 ALBERMARLE ST NW WASHINGTON, DC 20015"
1983,JAVA HOUSE,"1645 Q ST NW Washington, DC 20009",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1983,"http://maps.google.com/maps?q=1645 Q ST NW Washington, DC 20009"
1418,JAVA LOBBY SHOP,"1120 VERMONT AVE NW Washington, DC 20005",Delicatessen,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=1418,"http://maps.google.com/maps?q=1120 VERMONT AVE NW Washington, DC 20005"
147963,JC BLESSING HARDWARE & GROCERY,"1750 Columbia RD NW WASHINGTON, DC 20011",Grocery Store,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=147963,"http://maps.google.com/maps?q=1750 Columbia RD NW WASHINGTON, DC 20011"
188083,JEFFERSON LIQUORS,"5307 GEORGIA AVE NW Washington, DC 20012",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=188083,"http://maps.google.com/maps?q=5307 GEORGIA AVE NW Washington, DC 20012"
3524,JEFFERSON LIQUORS,"5307 GEORGIA AVE NW Washington, DC 20012",Food Products,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=3524,"http://maps.google.com/maps?q=5307 GEORGIA AVE NW Washington, DC 20012"
93257,JEFFERSON MIDDLE SCHOOL,"801 7TH ST SW WASHINGTON, DC 20024",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=93257,"http://maps.google.com/maps?q=801 7TH ST SW WASHINGTON, DC 20024"
4801,JEFFERSON MIDDLE SCHOOL,"801 7TH ST SW WASHINGTON, DC 20024",School Cafeteria,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4801,"http://maps.google.com/maps?q=801 7TH ST SW WASHINGTON, DC 20024"
4057,JEH BLDG FBI CAFETERIA,"935 PENNSYLVANIA AVE NW Washington, DC 20004",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=4057,"http://maps.google.com/maps?q=935 PENNSYLVANIA AVE NW Washington, DC 20004"
187313,JENNY'S,"668 WATER ST SW WASHINGTON, DC 20024",Restaurant Total,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187313,"http://maps.google.com/maps?q=668 WATER ST SW WASHINGTON, DC 20024"
187342,JERK CENTRAL,"1110 CONGRESS ST NE WASHINGTON, DC 20002",Caterer,http://dc.healthinspections.us/webadmin/dhd_431/web/index.cfm?a=inspections&permitID=187342,"http://maps.google.com/maps?q=1110 CONGRESS ST NE WASHINGTON, DC 20002"
